  67×25 table

     TestFolder     Accuracy    BestGuess    GuessScore       S1           S2          S3           S4          S5           S6          S7           S8        S9      S10          S11          S12          S13          S14          S15         S16         S17          S18         S19          S20          S21   
    "S3/S3MK3"             1      "S3"              1              0           0            1           0            0           0            0            0    0            0            0            0            0            0            0           0           0            0           0            0            0
    "S3/S3MK4"             1      "S3"              1              0           0            1           0            0           0            0            0    0            0            0            0            0            0            0           0           0            0           0            0            0
    "S3/S3MK5"       0.13939      "S20"       0.86061              0           0      0.13939           0            0           0            0            0    0            0            0            0            0            0            0           0           0            0           0      0.86061            0
    "S3/S3NM3"       0.78659      "S3"        0.78659              0           0      0.78659           0            0           0            0            0    0            0            0            0            0            0      0.19512           0           0     0.018293           0            0            0
    "S4/S4GL1"             1      "S4"              1              0           0            0           1            0           0            0            0    0            0            0            0            0            0            0           0           0            0           0            0            0
    "S4/S4HD1"             1      "S4"              1              0           0            0           1            0           0            0            0    0            0            0            0            0            0            0           0           0            0           0            0            0
    "S4/S4MK1"       0.95092      "S4"        0.95092              0           0            0     0.95092            0           0      0.04908            0    0            0            0            0            0            0            0           0           0            0           0            0            0
    "S4/S4NM2"      0.089286      "S12"       0.91071              0           0            0    0.089286            0           0            0            0    0            0            0      0.91071            0            0            0           0           0            0           0            0            0
    "S5/S5MK1"       0.98802      "S5"        0.98802              0           0            0           0      0.98802           0            0            0    0            0            0            0            0            0            0           0           0            0           0     0.011976            0
    "S5/S5MK2"       0.10651      "S15"       0.49112              0           0      0.33136           0      0.10651           0            0     0.011834    0            0            0            0            0      0.04142      0.49112           0           0     0.017751           0            0            0
    "S5/S5MK3"       0.13939      "S1"        0.24848        0.24848           0    0.0060606    0.036364      0.13939     0.12121     0.012121            0    0     0.060606      0.10909      0.22424            0     0.018182            0           0           0            0    0.024242            0            0
    "S5/S5MK4"       0.81522      "S5"        0.81522              0           0      0.13043           0      0.81522           0            0            0    0            0      0.01087            0            0            0     0.038043           0           0    0.0054348           0            0            0
    "S5/S5NM4"        0.8494      "S5"         0.8494              0           0     0.048193           0       0.8494           0            0    0.0060241    0            0            0            0            0            0     0.072289           0           0     0.018072           0    0.0060241            0
    "S6/S6MK1"             0      "S2"         0.8982              0      0.8982            0           0            0           0            0            0    0            0            0       0.1018            0            0            0           0           0            0           0            0            0
    "S6/S6MK2"             1      "S6"              1              0           0            0           0            0           1            0            0    0            0            0            0            0            0            0           0           0            0           0            0            0
    "S7/S7MK1"      0.011905      "S2"        0.86905              0     0.86905            0           0            0           0     0.011905            0    0            0            0            0            0            0      0.11905           0           0            0           0            0            0
    "S7/S7MK2"       0.04023      "S13"       0.54598              0           0            0           0            0           0      0.04023            0    0      0.17816            0            0      0.54598            0            0     0.23563           0            0           0            0            0
    "S7/S7MK3"             1      "S7"              1              0           0            0           0            0           0            1            0    0            0            0            0            0            0            0           0           0            0           0            0            0
    "S7/S7HD1"             1      "S7"              1              0           0            0           0            0           0            1            0    0            0            0            0            0            0            0           0           0            0           0            0            0
    "S7/S7HD2"       0.98193      "S7"        0.98193              0           0            0           0            0           0      0.98193            0    0            0            0            0            0            0            0           0           0            0           0     0.018072            0
    "S7/S7FM1"             0      "S19"       0.88889        0.10494           0            0           0    0.0061728           0            0            0    0            0            0            0            0            0            0           0           0            0     0.88889            0            0
    "S7/S7FM2"             0      "S15"       0.45562              0           0            0           0            0           0            0            0    0            0            0            0            0            0      0.45562           0           0      0.21302     0.33136            0            0
    "S7/S7FM3"       0.64286      "S7"        0.64286              0           0            0           0            0           0      0.64286            0    0            0            0     0.029762            0      0.30952            0           0           0            0           0     0.011905    0.0059524
    "S7/S7NM4"        0.9816      "S7"         0.9816              0           0            0           0            0           0       0.9816            0    0            0            0            0            0     0.006135            0           0           0            0           0      0.01227            0
    "S10/S10MK2"           0      "S12"       0.41916       0.017964    0.017964     0.011976     0.15569      0.34132           0            0            0    0            0            0      0.41916            0            0     0.035928           0           0            0           0            0            0
    "S10/S10MK1"           1      "S10"             1              0           0            0           0            0           0            0            0    0            1            0            0            0            0            0           0           0            0           0            0            0
    "S10/S10MK3"      0.2426      "S3"        0.29586        0.04142           0      0.29586           0            0           0            0            0    0       0.2426     0.047337     0.023669    0.0059172      0.26036      0.08284           0           0            0           0            0            0
    "S10/S10MK4"    0.023952      "S12"       0.64671       0.011976           0     0.011976           0     0.035928           0            0            0    0     0.023952            0      0.64671            0      0.26946            0           0           0            0           0            0            0
    "S10/S10NM2"           0      "S12"       0.58182              0           0            0           0            0           0            0            0    0            0     0.012121      0.58182            0            0            0           0           0            0           0      0.40606            0
    "S11/S11MK2"     0.95833      "S11"       0.95833              0           0            0           0            0           0            0            0    0            0      0.95833            0            0     0.041667            0           0           0            0           0            0            0
    "S11/S11MK1"     0.99408      "S11"       0.99408              0           0            0           0            0           0            0            0    0            0      0.99408            0            0            0    0.0059172           0           0            0           0            0            0
    "S11/S11NM3"    0.065476      "S10"       0.59524              0           0    0.0059524           0            0           0     0.077381            0    0      0.59524     0.065476    0.0059524            0     0.041667            0           0           0      0.16667           0     0.041667            0
    "S12/S12MK2"    0.018072      "S20"       0.86747              0           0     0.012048           0            0           0            0            0    0            0            0     0.018072            0      0.10241            0           0           0            0           0      0.86747            0
    "S12/S12MK1"     0.84524      "S12"       0.84524      0.0059524           0            0           0            0           0            0     0.011905    0            0            0      0.84524            0     0.041667    0.0059524           0           0     0.041667           0     0.047619            0
    "S12/S12NM2"           0      "S18"       0.92073              0           0            0           0            0           0            0            0    0            0            0            0            0            0            0           0           0      0.92073           0     0.079268            0
    "S13/S13MK1"     0.99398      "S13"       0.99398              0           0            0           0            0           0            0            0    0            0            0            0      0.99398    0.0060241            0           0           0            0           0            0            0
    "S14/S14HD1"     0.11656      "S20"       0.87117              0           0     0.006135           0            0           0            0            0    0            0            0     0.006135            0      0.11656            0           0           0            0           0      0.87117            0
    "S14/S14GL1"      0.8503      "S14"        0.8503              0           0     0.023952           0            0           0      0.10778            0    0            0            0            0            0       0.8503            0           0           0            0           0     0.005988     0.011976
    "S14/S14MK1"     0.99398      "S14"       0.99398              0           0            0           0            0           0            0            0    0            0            0            0            0      0.99398            0           0           0    0.0060241           0            0            0
    "S14/S14NM2"     0.70238      "S14"       0.70238              0           0      0.10714           0            0           0     0.089286            0    0            0            0            0            0      0.70238            0           0           0     0.041667           0     0.059524            0
    "S15/S15MK1"     0.26061      "S18"       0.49091              0           0     0.042424           0            0           0    0.0060606            0    0            0            0            0            0     0.084848      0.26061           0           0      0.49091           0      0.11515            0
    "S16/S16MK1"           1      "S16"             1              0           0            0           0            0           0            0            0    0            0            0            0            0            0            0           1           0            0           0            0            0
    "S17/S17MK1"     0.63636      "S17"       0.63636       0.012121           0     0.012121           0            0           0     0.042424            0    0            0    0.0060606            0            0            0            0           0     0.63636      0.11515    0.018182      0.15758            0
    "S18/S18MK1"     0.92453      "S18"       0.92453              0           0            0           0            0           0            0            0    0            0            0            0            0            0            0           0           0      0.92453           0     0.075472            0
    "S19/S19GL1"           1      "S19"             1              0           0            0           0            0           0            0            0    0            0            0            0            0            0            0           0           0            0           1            0            0
    "S19/S19MK1"           1      "S19"             1              0           0            0           0            0           0            0            0    0            0            0            0            0            0            0           0           0            0           1            0            0
    "S20/S20MK1"     0.83735      "S20"       0.83735              0           0            0           0            0           0            0            0    0            0    0.0060241            0            0            0            0           0     0.15663            0           0      0.83735            0
    "S21/S21MK1"    0.042683      "S20"       0.89634              0           0    0.0060976           0            0           0     0.036585            0    0            0            0    0.0060976            0            0            0           0           0            0    0.012195      0.89634     0.042683

